	Date	RPM	Speed	nGear	Throttle	Brake	DRS	Source	Time	SessionTime
0	2022-03-20 14:01:03.298	5038	0	0	0	False	1	car	0 days 00:00:03.281000	0 days 00:00:03.281000
1	2022-03-20 14:01:03.498	5012	0	0	0	False	1	car	0 days 00:00:03.481000	0 days 00:00:03.481000
2	2022-03-20 14:01:03.738	4987	0	0	0	False	1	car	0 days 00:00:03.721000	0 days 00:00:03.721000
3	2022-03-20 14:01:04.178	4964	0	0	0	False	1	car	0 days 00:00:04.161000	0 days 00:00:04.161000
4	2022-03-20 14:01:04.418	5019	0	0	0	False	1	car	0 days 00:00:04.401000	0 days 00:00:04.401000
5	2022-03-20 14:01:04.618	4992	0	0	0	False	1	car	0 days 00:00:04.601000	0 days 00:00:04.601000
6	2022-03-20 14:01:04.858	5037	0	0	0	False	1	car	0 days 00:00:04.841000	0 days 00:00:04.841000
7	2022-03-20 14:01:05.178	4942	0	0	0	False	1	car	0 days 00:00:05.161000	0 days 00:00:05.161000
8	2022-03-20 14:01:05.418	4996	0	0	0	False	1	car	0 days 00:00:05.401000	0 days 00:00:05.401000
9	2022-03-20 14:01:05.618	5046	0	0	0	False	1	car	0 days 00:00:05.601000	0 days 00:00:05.601000
10	2022-03-20 14:01:05.898	4953	0	0	0	False	1	car	0 days 00:00:05.881000	0 days 00:00:05.881000
11	2022-03-20 14:01:06.298	4984	0	0	0	False	1	car	0 days 00:00:06.281000	0 days 00:00:06.281000
12	2022-03-20 14:01:06.618	5020	0	0	0	False	1	car	0 days 00:00:06.601000	0 days 00:00:06.601000
13	2022-03-20 14:01:06.818	5014	0	0	0	False	1	car	0 days 00:00:06.801000	0 days 00:00:06.801000
14	2022-03-20 14:01:06.978	5036	0	0	0	False	1	car	0 days 00:00:06.961000	0 days 00:00:06.961000
15	2022-03-20 14:01:07.338	4974	0	0	0	False	1	car	0 days 00:00:07.321000	0 days 00:00:07.321000
16	2022-03-20 14:01:07.538	5031	0	0	0	False	1	car	0 days 00:00:07.521000	0 days 00:00:07.521000
17	2022-03-20 14:01:07.738	4977	0	0	0	False	1	car	0 days 00:00:07.721000	0 days 00:00:07.721000
18	2022-03-20 14:01:08.058	4986	0	0	0	False	1	car	0 days 00:00:08.041000	0 days 00:00:08.041000
19	2022-03-20 14:01:08.338	5045	0	0	0	False	1	car	0 days 00:00:08.321000	0 days 00:00:08.321000
20	2022-03-20 14:01:08.538	4947	0	0	0	False	1	car	0 days 00:00:08.521000	0 days 00:00:08.521000
21	2022-03-20 14:01:08.858	5046	0	0	0	False	1	car	0 days 00:00:08.841000	0 days 00:00:08.841000
22	2022-03-20 14:01:09.978	4967	0	0	0	False	1	car	0 days 00:00:09.961000	0 days 00:00:09.961000
23	2022-03-20 14:01:10.138	5058	0	0	0	False	1	car	0 days 00:00:10.121000	0 days 00:00:10.121000
24	2022-03-20 14:01:10.378	4986	0	0	0	False	1	car	0 days 00:00:10.361000	0 days 00:00:10.361000
25	2022-03-20 14:01:10.658	5002	0	0	0	False	1	car	0 days 00:00:10.641000	0 days 00:00:10.641000
26	2022-03-20 14:01:10.818	5064	0	0	0	False	1	car	0 days 00:00:10.801000	0 days 00:00:10.801000
27	2022-03-20 14:01:11.058	5046	0	0	0	False	1	car	0 days 00:00:11.041000	0 days 00:00:11.041000
28	2022-03-20 14:01:11.218	4972	0	0	0	False	1	car	0 days 00:00:11.201000	0 days 00:00:11.201000
29	2022-03-20 14:01:11.418	5008	0	0	0	False	1	car	0 days 00:00:11.401000	0 days 00:00:11.401000
30	2022-03-20 14:01:11.698	5010	0	0	0	False	1	car	0 days 00:00:11.681000	0 days 00:00:11.681000
31	2022-03-20 14:01:11.858	4981	0	0	0	False	1	car	0 days 00:00:11.841000	0 days 00:00:11.841000
32	2022-03-20 14:01:12.058	4990	0	0	0	False	1	car	0 days 00:00:12.041000	0 days 00:00:12.041000
33	2022-03-20 14:01:12.538	4942	0	0	0	False	1	car	0 days 00:00:12.521000	0 days 00:00:12.521000
34	2022-03-20 14:01:12.938	4994	0	0	0	False	1	car	0 days 00:00:12.921000	0 days 00:00:12.921000
35	2022-03-20 14:01:13.138	4968	0	0	0	False	1	car	0 days 00:00:13.121000	0 days 00:00:13.121000
36	2022-03-20 14:01:13.378	5096	0	0	0	False	1	car	0 days 00:00:13.361000	0 days 00:00:13.361000
37	2022-03-20 14:01:13.738	5003	0	0	0	False	1	car	0 days 00:00:13.721000	0 days 00:00:13.721000
38	2022-03-20 14:01:13.938	4998	0	0	0	False	1	car	0 days 00:00:13.921000	0 days 00:00:13.921000
39	2022-03-20 14:01:14.138	4985	0	0	0	False	1	car	0 days 00:00:14.121000	0 days 00:00:14.121000
40	2022-03-20 14:01:14.418	5063	0	0	0	False	1	car	0 days 00:00:14.401000	0 days 00:00:14.401000
41	2022-03-20 14:01:14.658	4959	0	0	0	False	1	car	0 days 00:00:14.641000	0 days 00:00:14.641000
42	2022-03-20 14:01:14.898	5015	0	0	0	False	1	car	0 days 00:00:14.881000	0 days 00:00:14.881000
43	2022-03-20 14:01:15.058	5003	0	0	0	False	1	car	0 days 00:00:15.041000	0 days 00:00:15.041000
44	2022-03-20 14:01:15.458	5011	0	0	0	False	1	car	0 days 00:00:15.441000	0 days 00:00:15.441000
45	2022-03-20 14:01:15.619	4971	0	0	0	False	1	car	0 days 00:00:15.602000	0 days 00:00:15.602000
46	2022-03-20 14:01:15.819	5006	0	0	0	False	1	car	0 days 00:00:15.802000	0 days 00:00:15.802000
47	2022-03-20 14:01:16.059	4949	0	0	0	False	1	car	0 days 00:00:16.042000	0 days 00:00:16.042000
48	2022-03-20 14:01:16.338	4949	0	0	0	False	1	car	0 days 00:00:16.321000	0 days 00:00:16.321000
49	2022-03-20 14:01:16.658	4962	0	0	0	False	1	car	0 days 00:00:16.641000	0 days 00:00:16.641000
50	2022-03-20 14:01:16.938	5033	0	0	0	False	1	car	0 days 00:00:16.921000	0 days 00:00:16.921000
51	2022-03-20 14:01:17.098	5060	0	0	0	False	1	car	0 days 00:00:17.081000	0 days 00:00:17.081000
52	2022-03-20 14:01:17.338	4989	0	0	0	False	1	car	0 days 00:00:17.321000	0 days 00:00:17.321000
53	2022-03-20 14:01:17.498	5012	0	0	0	False	1	car	0 days 00:00:17.481000	0 days 00:00:17.481000
54	2022-03-20 14:01:17.858	5034	0	0	0	False	1	car	0 days 00:00:17.841000	0 days 00:00:17.841000
